Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Amount Normalized,Purchases Normalized,Value Score,Value Tier,Purchases Freq Normalized,Loyalty Score A,Loyalty Score B,Promo Dependency Score,Satisfaction Flag,Loyalty Tier
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4,Cash,Fortnightly,4,0.2875,0.061224489795918366,0.17436224489795918,Low Value,0.75,0.40561224489795916,0.40561224489795916,0,Satisfied,Mid Loyalty
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,PayPal,Fortnightly,4,0.3125,0.3673469387755102,0.3399234693877551,Mid Value,0.75,0.5586734693877551,0.5586734693877551,0,Satisfied,Mid Loyalty
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,1,Bank Transfer,Weekly,5,0.0125,0.0,0.00625,Low Value,1.0,0.5,0.5,0,Satisfied,Mid Loyalty
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly,5,0.25,0.22448979591836735,0.2372448979591837,Low Value,1.0,0.6122448979591837,0.6122448979591837,0,Unsatisfied,Mid Loyalty
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly,3,0.475,0.3469387755102041,0.41096938775510206,Mid Value,0.5,0.423469387755102,0.423469387755102,0,Unsatisfied,Mid Loyalty
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Fortnightly,4,0.35,0.8571428571428571,0.6035714285714285,Mid Value,0.75,0.8035714285714286,0.8035714285714286,0,Satisfied,High Loyalty
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually,1,0.925,0.6122448979591837,0.7686224489795919,High Value,0.0,0.30612244897959184,0.30612244897959184,0,Satisfied,Low Loyalty
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,Quarterly,2,0.675,0.6530612244897959,0.664030612244898,Mid Value,0.25,0.45153061224489793,0.45153061224489793,0,Unsatisfied,Mid Loyalty
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,46,PayPal,Monthly,3,0.3875,0.9183673469387755,0.6529336734693878,Mid Value,0.5,0.7091836734693877,0.7091836734693877,0,Unsatisfied,High Loyalty
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Fortnightly,4,0.7875,0.8163265306122449,0.8019132653061225,High Value,0.75,0.7831632653061225,0.7831632653061225,0,Unsatisfied,High Loyalty
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,41,Venmo,Fortnightly,4,0.6,0.8163265306122449,0.7081632653061225,High Value,0.75,0.7831632653061225,0.7831632653061225,0,Satisfied,High Loyalty
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly,4,0.8,0.16326530612244897,0.4816326530612245,Mid Value,0.75,0.45663265306122447,0.45663265306122447,0,Satisfied,Mid Loyalty
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,34,Cash,Annually,1,0.475,0.673469387755102,0.574234693877551,Mid Value,0.0,0.336734693877551,0.336734693877551,0,Unsatisfied,Mid Loyalty
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,21,PayPal,Annually,1,0.9,0.40816326530612246,0.6540816326530612,Mid Value,0.0,0.20408163265306123,0.20408163265306123,0,Unsatisfied,Low Loyalty
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly,4,0.6125,0.08163265306122448,0.34706632653061226,Mid Value,0.75,0.41581632653061223,0.41581632653061223,0,Unsatisfied,Mid Loyalty
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly,5,0.35,0.6326530612244898,0.4913265306122449,Mid Value,1.0,0.8163265306122449,0.8163265306122449,0,Unsatisfied,High Loyalty
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly,3,0.5,0.8775510204081632,0.6887755102040816,High Value,0.5,0.6887755102040816,0.6887755102040816,0,Satisfied,High Loyalty
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Fortnightly,4,0.0,0.9183673469387755,0.45918367346938777,Mid Value,0.75,0.8341836734693877,0.8341836734693877,0,Satisfied,High Loyalty
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42,Credit Card,Quarterly,2,0.4375,0.8367346938775511,0.6371173469387755,Mid Value,0.25,0.5433673469387755,0.5433673469387755,0,Satisfied,Mid Loyalty
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,Fortnightly,4,0.85,1.0,0.925,High Value,0.75,0.875,0.875,0,Unsatisfied,High Loyalty
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,33,Venmo,Fortnightly,4,0.35,0.6530612244897959,0.5015306122448979,Mid Value,0.75,0.7015306122448979,0.7015306122448979,0,Satisfied,High Loyalty
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly,2,0.675,0.6326530612244898,0.6538265306122449,Mid Value,0.25,0.4413265306122449,0.4413265306122449,0,Satisfied,Mid Loyalty
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,32,Bank Transfer,Fortnightly,4,0.275,0.6326530612244898,0.4538265306122449,Mid Value,0.75,0.6913265306122449,0.6913265306122449,0,Unsatisfied,High Loyalty
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,37,Venmo,Quarterly,2,0.15,0.7346938775510204,0.44234693877551023,Mid Value,0.25,0.4923469387755102,0.4923469387755102,0,Satisfied,Mid Loyalty
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,9,Cash,Fortnightly,4,0.975,0.16326530612244897,0.5691326530612245,Mid Value,0.75,0.45663265306122447,0.45663265306122447,0,Satisfied,Mid Loyalty
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,6,PayPal,Fortnightly,4,0.8625,0.10204081632653061,0.48227040816326533,Mid Value,0.75,0.4260204081632653,0.4260204081632653,0,Unsatisfied,Mid Loyalty
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,36,Venmo,Quarterly,2,0.9625,0.7142857142857143,0.8383928571428572,High Value,0.25,0.48214285714285715,0.48214285714285715,0,Satisfied,Mid Loyalty
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,1,Cash,Annually,1,0.3625,0.0,0.18125,Low Value,0.0,0.0,0.0,0,Unsatisfied,Low Loyalty
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,48,Credit Card,Fortnightly,4,0.375,0.9591836734693877,0.6670918367346939,Mid Value,0.75,0.8545918367346939,0.8545918367346939,0,Unsatisfied,High Loyalty
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,44,Debit Card,Quarterly,2,0.8875,0.8775510204081632,0.8825255102040817,High Value,0.25,0.5637755102040816,0.5637755102040816,0,Unsatisfied,Mid Loyalty
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,9,PayPal,Fortnightly,4,0.9125,0.16326530612244897,0.5378826530612245,Mid Value,0.75,0.45663265306122447,0.45663265306122447,0,Unsatisfied,Mid Loyalty
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,32,Venmo,Annually,1,0.975,0.6326530612244898,0.803826530612245,High Value,0.0,0.3163265306122449,0.3163265306122449,0,Satisfied,Low Loyalty
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,14,PayPal,Monthly,3,0.775,0.2653061224489796,0.5201530612244898,Mid Value,0.5,0.38265306122448983,0.38265306122448983,0,Unsatisfied,Mid Loyalty
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,43,Cash,Quarterly,2,0.2125,0.8571428571428571,0.5348214285714286,Mid Value,0.25,0.5535714285714286,0.5535714285714286,0,Satisfied,Mid Loyalty
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,32,Bank Transfer,Fortnightly,4,0.5375,0.6326530612244898,0.585076530612245,Mid Value,0.75,0.6913265306122449,0.6913265306122449,0,Unsatisfied,High Loyalty
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,26,Venmo,Fortnightly,4,0.9875,0.5102040816326531,0.7488520408163266,High Value,0.75,0.6301020408163265,0.6301020408163265,0,Unsatisfied,Mid Loyalty
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,2,Cash,Monthly,3,0.2125,0.02040816326530612,0.11645408163265306,Low Value,0.5,0.2602040816326531,0.2602040816326531,0,Satisfied,Low Loyalty
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,16,PayPal,Quarterly,2,0.175,0.30612244897959184,0.24056122448979592,Low Value,0.25,0.2780612244897959,0.2780612244897959,0,Unsatisfied,Low Loyalty
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,50,Debit Card,Quarterly,2,0.15,1.0,0.575,Mid Value,0.25,0.625,0.625,0,Unsatisfied,Mid Loyalty
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,6,PayPal,Quarterly,2,0.0375,0.10204081632653061,0.06977040816326531,Low Value,0.25,0.1760204081632653,0.1760204081632653,0,Satisfied,Low Loyalty
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,20,PayPal,Annually,1,0.725,0.3877551020408163,0.5563775510204081,Mid Value,0.0,0.19387755102040816,0.19387755102040816,0,Satisfied,Low Loyalty
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,9,Credit Card,Weekly,5,0.425,0.16326530612244897,0.2941326530612245,Low Value,1.0,0.5816326530612245,0.5816326530612245,0,Satisfied,Mid Loyalty
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,47,Credit Card,Fortnightly,4,0.925,0.9387755102040817,0.9318877551020408,High Value,0.75,0.8443877551020409,0.8443877551020409,0,Satisfied,High Loyalty
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,33,Credit Card,Annually,1,0.6875,0.6530612244897959,0.6702806122448979,High Value,0.0,0.32653061224489793,0.32653061224489793,0,Satisfied,Low Loyalty
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,46,Cash,Fortnightly,4,0.6125,0.9183673469387755,0.7654336734693878,High Value,0.75,0.8341836734693877,0.8341836734693877,0,Unsatisfied,High Loyalty
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,9,Credit Card,Monthly,3,0.1875,0.16326530612244897,0.17538265306122447,Low Value,0.5,0.33163265306122447,0.33163265306122447,0,Unsatisfied,Low Loyalty
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,8,PayPal,Monthly,3,0.725,0.14285714285714285,0.43392857142857144,Mid Value,0.5,0.3214285714285714,0.3214285714285714,0,Satisfied,Low Loyalty
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,48,Bank Transfer,Quarterly,2,0.1125,0.9591836734693877,0.5358418367346939,Mid Value,0.25,0.6045918367346939,0.6045918367346939,0,Unsatisfied,Mid Loyalty
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,2,Cash,Monthly,3,0.525,0.02040816326530612,0.2727040816326531,Low Value,0.5,0.2602040816326531,0.2602040816326531,0,Unsatisfied,Low Loyalty
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,31,PayPal,Weekly,5,0.475,0.6122448979591837,0.5436224489795918,Mid Value,1.0,0.8061224489795918,0.8061224489795918,0,Satisfied,High Loyalty
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,40,Venmo,Monthly,3,0.85,0.7959183673469388,0.8229591836734693,High Value,0.5,0.6479591836734694,0.6479591836734694,0,Unsatisfied,Mid Loyalty
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,35,Venmo,Monthly,3,0.75,0.6938775510204082,0.721938775510204,High Value,0.5,0.596938775510204,0.596938775510204,0,Unsatisfied,Mid Loyalty
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,40,Debit Card,Monthly,3,0.3375,0.7959183673469388,0.5667091836734695,Mid Value,0.5,0.6479591836734694,0.6479591836734694,0,Satisfied,Mid Loyalty
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,27,Debit Card,Quarterly,2,0.3875,0.5306122448979592,0.45905612244897964,Mid Value,0.25,0.3903061224489796,0.3903061224489796,0,Satisfied,Mid Loyalty
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,10,Venmo,Annually,1,0.0625,0.1836734693877551,0.12308673469387756,Low Value,0.0,0.09183673469387756,0.09183673469387756,0,Satisfied,Low Loyalty
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,23,Credit Card,Weekly,5,0.2,0.4489795918367347,0.32448979591836735,Low Value,1.0,0.7244897959183674,0.7244897959183674,0,Satisfied,High Loyalty
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,32,Cash,Quarterly,2,0.7375,0.6326530612244898,0.6850765306122449,High Value,0.25,0.4413265306122449,0.4413265306122449,0,Unsatisfied,Mid Loyalty
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,6,Debit Card,Monthly,3,0.2625,0.10204081632653061,0.1822704081632653,Low Value,0.5,0.3010204081632653,0.3010204081632653,0,Unsatisfied,Low Loyalty
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,27,PayPal,Weekly,5,0.6,0.5306122448979592,0.5653061224489796,Mid Value,1.0,0.7653061224489797,0.7653061224489797,0,Unsatisfied,High Loyalty
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,25,Bank Transfer,Fortnightly,4,0.3875,0.4897959183673469,0.4386479591836735,Mid Value,0.75,0.6198979591836735,0.6198979591836735,0,Unsatisfied,Mid Loyalty
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,11,Credit Card,Annually,1,0.225,0.20408163265306123,0.2145408163265306,Low Value,0.0,0.10204081632653061,0.10204081632653061,0,Unsatisfied,Low Loyalty
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,23,PayPal,Monthly,3,0.325,0.4489795918367347,0.38698979591836735,Mid Value,0.5,0.4744897959183674,0.4744897959183674,0,Unsatisfied,Mid Loyalty
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,44,Bank Transfer,Quarterly,2,0.0,0.8775510204081632,0.4387755102040816,Mid Value,0.25,0.5637755102040816,0.5637755102040816,0,Satisfied,Mid Loyalty
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,35,PayPal,Fortnightly,4,0.0625,0.6938775510204082,0.3781887755102041,Mid Value,0.75,0.721938775510204,0.721938775510204,0,Unsatisfied,High Loyalty
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,45,Debit Card,Quarterly,2,0.8625,0.8979591836734694,0.8802295918367347,High Value,0.25,0.5739795918367347,0.5739795918367347,0,Unsatisfied,Mid Loyalty
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,22,Bank Transfer,Quarterly,2,0.7125,0.42857142857142855,0.5705357142857143,Mid Value,0.25,0.3392857142857143,0.3392857142857143,0,Unsatisfied,Mid Loyalty
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,18,Debit Card,Quarterly,2,0.925,0.3469387755102041,0.635969387755102,Mid Value,0.25,0.298469387755102,0.298469387755102,0,Unsatisfied,Low Loyalty
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,20,Debit Card,Weekly,5,1.0,0.3877551020408163,0.6938775510204082,High Value,1.0,0.6938775510204082,0.6938775510204082,0,Satisfied,High Loyalty
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,28,Credit Card,Fortnightly,4,0.95,0.5510204081632653,0.7505102040816326,High Value,0.75,0.6505102040816326,0.6505102040816326,0,Unsatisfied,Mid Loyalty
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,15,Venmo,Fortnightly,4,0.2,0.2857142857142857,0.24285714285714285,Low Value,0.75,0.5178571428571428,0.5178571428571428,0,Satisfied,Mid Loyalty
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,42,Bank Transfer,Fortnightly,4,0.0875,0.8367346938775511,0.46211734693877554,Mid Value,0.75,0.7933673469387755,0.7933673469387755,0,Unsatisfied,High Loyalty
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,20,Debit Card,Quarterly,2,0.5875,0.3877551020408163,0.48762755102040817,Mid Value,0.25,0.31887755102040816,0.31887755102040816,0,Unsatisfied,Low Loyalty
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,16,Bank Transfer,Fortnightly,4,0.8875,0.30612244897959184,0.5968112244897958,Mid Value,0.75,0.528061224489796,0.528061224489796,0,Unsatisfied,Mid Loyalty
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,47,Cash,Annually,1,0.525,0.9387755102040817,0.7318877551020408,High Value,0.0,0.46938775510204084,0.46938775510204084,0,Satisfied,Mid Loyalty
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,34,Credit Card,Annually,1,0.85,0.673469387755102,0.761734693877551,High Value,0.0,0.336734693877551,0.336734693877551,0,Unsatisfied,Mid Loyalty
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,30,Credit Card,Weekly,5,0.575,0.5918367346938775,0.5834183673469387,Mid Value,1.0,0.7959183673469388,0.7959183673469388,0,Satisfied,High Loyalty
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,5,PayPal,Quarterly,2,0.5625,0.08163265306122448,0.32206632653061223,Low Value,0.25,0.16581632653061223,0.16581632653061223,0,Satisfied,Low Loyalty
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,38,Cash,Quarterly,2,0.0625,0.7551020408163265,0.40880102040816324,Mid Value,0.25,0.5025510204081632,0.5025510204081632,0,Satisfied,Mid Loyalty
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,18,Credit Card,Annually,1,0.55,0.3469387755102041,0.44846938775510203,Mid Value,0.0,0.17346938775510204,0.17346938775510204,0,Satisfied,Low Loyalty
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,28,Cash,Annually,1,0.65,0.5510204081632653,0.6005102040816326,Mid Value,0.0,0.2755102040816326,0.2755102040816326,0,Satisfied,Low Loyalty
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,42,Credit Card,Fortnightly,4,0.675,0.8367346938775511,0.7558673469387756,High Value,0.75,0.7933673469387755,0.7933673469387755,0,Satisfied,High Loyalty
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,5,Credit Card,Weekly,5,0.375,0.08163265306122448,0.22831632653061223,Low Value,1.0,0.5408163265306123,0.5408163265306123,0,Unsatisfied,Mid Loyalty
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,50,Venmo,Monthly,3,0.9625,1.0,0.98125,High Value,0.5,0.75,0.75,0,Satisfied,High Loyalty
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,33,Venmo,Fortnightly,4,0.2,0.6530612244897959,0.42653061224489797,Mid Value,0.75,0.7015306122448979,0.7015306122448979,0,Unsatisfied,High Loyalty
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,1,Credit Card,Weekly,5,0.3625,0.0,0.18125,Low Value,1.0,0.5,0.5,0,Satisfied,Mid Loyalty
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,14,Cash,Fortnightly,4,0.55,0.2653061224489796,0.40765306122448985,Mid Value,0.75,0.5076530612244898,0.5076530612244898,0,Satisfied,Mid Loyalty
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,48,Credit Card,Monthly,3,0.1375,0.9591836734693877,0.5483418367346938,Mid Value,0.5,0.7295918367346939,0.7295918367346939,0,Satisfied,High Loyalty
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,26,Cash,Weekly,5,0.575,0.5102040816326531,0.5426020408163266,Mid Value,1.0,0.7551020408163265,0.7551020408163265,0,Satisfied,High Loyalty
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,44,Credit Card,Annually,1,0.775,0.8775510204081632,0.8262755102040816,High Value,0.0,0.4387755102040816,0.4387755102040816,0,Satisfied,Mid Loyalty
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,18,Debit Card,Fortnightly,4,0.85,0.3469387755102041,0.5984693877551021,Mid Value,0.75,0.548469387755102,0.548469387755102,0,Unsatisfied,Mid Loyalty
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,31,Venmo,Quarterly,2,0.175,0.6122448979591837,0.39362244897959187,Mid Value,0.25,0.43112244897959184,0.43112244897959184,0,Unsatisfied,Mid Loyalty
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,18,Debit Card,Weekly,5,0.8,0.3469387755102041,0.573469387755102,Mid Value,1.0,0.673469387755102,0.673469387755102,0,Unsatisfied,High Loyalty
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,41,Credit Card,Quarterly,2,0.95,0.8163265306122449,0.8831632653061224,High Value,0.25,0.5331632653061225,0.5331632653061225,0,Unsatisfied,Mid Loyalty
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,18,Debit Card,Quarterly,2,0.6375,0.3469387755102041,0.492219387755102,Mid Value,0.25,0.298469387755102,0.298469387755102,0,Satisfied,Low Loyalty
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,3,Bank Transfer,Fortnightly,4,0.7125,0.04081632653061224,0.37665816326530616,Mid Value,0.75,0.39540816326530615,0.39540816326530615,0,Unsatisfied,Mid Loyalty
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,5,Credit Card,Fortnightly,4,0.575,0.08163265306122448,0.3283163265306122,Low Value,0.75,0.41581632653061223,0.41581632653061223,0,Unsatisfied,Mid Loyalty
